Company,ISIN,GICSSectorName,Country,Region
Mediobanca Banca di Credito Finanziario S.p.A.,IT0000062957,Financials,ITALY,EUR
BPER Banca SpA,IT0000066123,Financials,ITALY,EUR
Intesa Sanpaolo S.p.A.,IT0000072618,Financials,ITALY,EUR
Banca Popolare di Sondrio S.p.A,IT0000784196,Financials,ITALY,EUR
Sabaf S.p.A.,IT0001042610,Consumer Discretionary,ITALY,EUR
Autogrill S.p.A.,IT0001137345,Consumer Discretionary,ITALY,EUR
A2A S.p.A.,IT0001233417,Utilities,ITALY,EUR
Buzzi S.p.A.,IT0001347308,Materials,ITALY,EUR
Arnoldo Mondadori Editore S.p.A.,IT0001469383,Consumer Discretionary,ITALY,EUR
Enel SpA,IT0003128367,Utilities,ITALY,EUR
Eni S.p.A.,IT0003132476,Energy,ITALY,EUR
Telecom Italia S.p.A.,IT0003497168,Consumer Staples,ITALY,EUR
Leonardo S.p.a.,IT0003856405,Industrials,ITALY,EUR
Unipol Gruppo S.p.A.,IT0004810054,Financials,ITALY,EUR
UnipolSai Assicurazioni S.p.A.,IT0004827447,Financials,ITALY,EUR
Banco BPM S.p.A.,IT0005218380,Financials,ITALY,EUR
UniCredit S.p.A.,IT0005239360,Financials,ITALY,EUR
Saipem SpA,IT0005495657,Energy,ITALY,EUR
Tessellis S.p.A.,IT0005496473,Information Technology,ITALY,EUR
Banca Monte dei Paschi di Siena S.p.A.,IT0005508921,Financials,ITALY,EUR
WPP Plc,JE00B8KF9B49,Consumer Discretionary,UNITED KINGDOM,EUR
Man Group Plc,JE00BJ1DLW90,Financials,UNITED KINGDOM,EUR
Ferguson PLC,JE00BJVNSS43,Industrials,UNITED KINGDOM,EUR
Aisin Corporation,JP3102000001,Consumer Discretionary,JAPAN,PAC
"Acom Co., Ltd.",JP3108600002,Financials,JAPAN,PAC
Asahi Kasei Corporation,JP3111200006,Materials,JAPAN,PAC
AGC Inc.,JP3112000009,Industrials,JAPAN,PAC
"Asahi Group Holdings, Ltd.",JP3116000005,Consumer Staples,JAPAN,PAC
ASICS Corporation,JP3118000003,Consumer Discretionary,JAPAN,PAC
"Ajinomoto Co., Inc.",JP3119600009,Consumer Staples,JAPAN,PAC
Advantest Corporation,JP3122400009,Information Technology,JAPAN,PAC
"Amada Co., Ltd.",JP3122800000,Industrials,JAPAN,PAC
"ARIAKE JAPAN Co., Ltd.",JP3125800007,Consumer Staples,JAPAN,PAC
"Alps Alpine Co., Ltd.",JP3126400005,Information Technology,JAPAN,PAC
"AEON Financial Service Co., Ltd.",JP3131400008,Financials,JAPAN,PAC
IHI Corporation,JP3134800006,Industrials,JAPAN,PAC
Isuzu Motors Limited,JP3137200006,Consumer Discretionary,JAPAN,PAC
"Ito En, Ltd.",JP3143000002,Consumer Staples,JAPAN,PAC
ITOCHU Corporation,JP3143600009,Industrials,JAPAN,PAC
ITOCHU Techno-Solutions Corporation,JP3143900003,Information Technology,JAPAN,PAC
"Ibiden Co.,Ltd.",JP3148800000,Information Technology,JAPAN,PAC
Ushio Inc.,JP3156400008,Industrials,JAPAN,PAC
UBE Corporation,JP3158800007,Materials,JAPAN,PAC
"Eisai Co., Ltd.",JP3160400002,Health Care,JAPAN,PAC
SMC Corporation,JP3162600005,Industrials,JAPAN,PAC
"Square Enix Holdings Co., Ltd.",JP3164630000,Information Technology,JAPAN,PAC
NOK Corporation,JP3164800009,Consumer Discretionary,JAPAN,PAC
NTN Corporation,JP3165600002,Industrials,JAPAN,PAC
NTT DATA Group Corporation,JP3165700000,Information Technology,JAPAN,PAC
Ebara Corporation,JP3166000004,Industrials,JAPAN,PAC
Leopalace21 Corporation,JP3167500002,Real Estate,JAPAN,PAC
Okuma Corporation,JP3172100004,Industrials,JAPAN,PAC
"OBIC Co.,Ltd.",JP3173400007,Information Technology,JAPAN,PAC
Oji Holdings Corporation,JP3174410005,Materials,JAPAN,PAC
"Osaka Gas Co., Ltd.",JP3180400008,Utilities,JAPAN,PAC
Obayashi Corporation,JP3190000004,Industrials,JAPAN,PAC
"Oki Electric Industry Co., Ltd.",JP3194000000,Information Technology,JAPAN,PAC
"Odakyu Electric Railway Co., Ltd.",JP3196000008,Industrials,JAPAN,PAC
"Ono Pharmaceutical Co., Ltd.",JP3197600004,Health Care,JAPAN,PAC
OMRON Corporation,JP3197800000,Information Technology,JAPAN,PAC
"Oriental Land Co., Ltd.",JP3198900007,Consumer Discretionary,JAPAN,PAC
ORIX Corporation,JP3200450009,Financials,JAPAN,PAC
Olympus Corporation,JP3201200007,Health Care,JAPAN,PAC
"Onward Holdings Co., Ltd.",JP3203500008,Consumer Discretionary,JAPAN,PAC
Kao Corporation,JP3205800000,Consumer Staples,JAPAN,PAC
"Casio Computer Co.,Ltd.",JP3209000003,Consumer Discretionary,JAPAN,PAC
Kajima Corporation,JP3210200006,Industrials,JAPAN,PAC
Kaneka Corporation,JP3215800008,Materials,JAPAN,PAC
"Capcom Co., Ltd.",JP3218900003,Information Technology,JAPAN,PAC
"Kamigumi Co., Ltd.",JP3219000001,Industrials,JAPAN,PAC
"Kawasaki Kisen Kaisha, Ltd.",JP3223800008,Industrials,JAPAN,PAC
"Kawasaki Heavy Industries, Ltd.",JP3224200000,Industrials,JAPAN,PAC
"The Kansai Electric Power Company, Incorporated",JP3228600007,Utilities,JAPAN,PAC
"Kansai Paint Co., Ltd.",JP3229400001,Materials,JAPAN,PAC
Keyence Corporation,JP3236200006,Information Technology,JAPAN,PAC
Kikkoman Corporation,JP3240400006,Consumer Staples,JAPAN,PAC
Canon Inc.,JP3242800005,Information Technology,JAPAN,PAC
Canon Marketing Japan Inc.,JP3243600008,Consumer Discretionary,JAPAN,PAC
"Kyushu Electric Power Company, Incorporated",JP3246400000,Utilities,JAPAN,PAC
Kyocera Corporation,JP3249600002,Information Technology,JAPAN,PAC
"Kyowa Kirin Co., Ltd.",JP3256000005,Health Care,JAPAN,PAC
"Kirin Holdings Company, Limited",JP3258000003,Consumer Staples,JAPAN,PAC
"Kintetsu Group Holdings Co.,Ltd.",JP3260800002,Industrials,JAPAN,PAC
Kinden Corporation,JP3263000006,Industrials,JAPAN,PAC
Kubota Corporation,JP3266400005,Industrials,JAPAN,PAC
MediPal Holdings Corporation,JP3268950007,Health Care,JAPAN,PAC
"Kuraray Co., Ltd.",JP3269600007,Materials,JAPAN,PAC
Kurita Water Industries Ltd.,JP3270000007,Industrials,JAPAN,PAC
"Credit Saison Co., Ltd.",JP3271400008,Financials,JAPAN,PAC
Glory Ltd.,JP3274400005,Industrials,JAPAN,PAC
"The Gunma Bank, Ltd.",JP3276400003,Financials,JAPAN,PAC
Keio Corporation,JP3277800003,Industrials,JAPAN,PAC
"Keisei Electric Railway Co., Ltd.",JP3278600006,Industrials,JAPAN,PAC
Keikyu Corporation,JP3280200001,Industrials,JAPAN,PAC
Kose Corp,JP3283650004,Consumer Staples,JAPAN,PAC
"Kobe Steel, Ltd.",JP3289800009,Materials,JAPAN,PAC
JTEKT Corporation,JP3292200007,Industrials,JAPAN,PAC
Coca-Cola Bottlers Japan Holdings Inc.,JP3293200006,Consumer Staples,JAPAN,PAC
Konami Group Corporation,JP3300200007,Information Technology,JAPAN,PAC
"Konica Minolta, Inc.",JP3300600008,Information Technology,JAPAN,PAC
Komatsu Ltd.,JP3304200003,Industrials,JAPAN,PAC
COMSYS Holdings Corporation,JP3305530002,Industrials,JAPAN,PAC
Komori Corporation,JP3305800009,Industrials,JAPAN,PAC
Sapporo Holdings Limited,JP3320800000,Consumer Staples,JAPAN,PAC
"Sankyo Co., Ltd.",JP3326410002,Consumer Discretionary,JAPAN,PAC
"Santen Pharmaceutical Co., Ltd.",JP3336000009,Health Care,JAPAN,PAC
"Sundrug Co.,Ltd.",JP3336600006,Consumer Staples,JAPAN,PAC
"Shionogi & Co., Ltd.",JP3347200002,Health Care,JAPAN,PAC
"Shikoku Electric Power Company, Incorporated",JP3350800003,Utilities,JAPAN,PAC
Sysmex Corporation,JP3351100007,Health Care,JAPAN,PAC
"Shizuoka Financial Group,Inc.",JP3351500008,Financials,JAPAN,PAC
"Shiseido Company, Limited",JP3351600006,Consumer Staples,JAPAN,PAC
"The 77 Bank, Ltd.",JP3352000008,Financials,JAPAN,PAC
"Citizen Watch Co., Ltd.",JP3352400000,Information Technology,JAPAN,PAC
Shimadzu Corporation,JP3357200009,Information Technology,JAPAN,PAC
Shimano Inc.,JP3358000002,Consumer Discretionary,JAPAN,PAC
"SHIMAMURA Co., Ltd.",JP3358200008,Consumer Discretionary,JAPAN,PAC
Shimizu Corporation,JP3358800005,Industrials,JAPAN,PAC
Sharp Corporation,JP3359600008,Consumer Discretionary,JAPAN,PAC
"Mitsui O.S.K. Lines, Ltd.",JP3362700001,Industrials,JAPAN,PAC
Resonac Holdings Corporation,JP3368000000,Materials,JAPAN,PAC
"Shin-Etsu Chemical Co., Ltd.",JP3371200001,Materials,JAPAN,PAC
"Shinko Electric Industries Co., Ltd.",JP3375800004,Information Technology,JAPAN,PAC
Nippon Steel Corporation,JP3381000003,Materials,JAPAN,PAC
GS Yuasa Corporation,JP3385820000,Industrials,JAPAN,PAC
JSR Corporation,JP3385980002,Materials,JAPAN,PAC
"Aeon Co., Ltd.",JP3388200002,Consumer Staples,JAPAN,PAC
"JAFCO Group Co., Ltd.",JP3389900006,Financials,JAPAN,PAC
Suzuki Motor Corporation,JP3397200001,Consumer Discretionary,JAPAN,PAC
"Suzuken Co., Ltd.",JP3398000004,Health Care,JAPAN,PAC
"Stanley Electric Co., Ltd.",JP3399400005,Consumer Discretionary,JAPAN,PAC
"Sumitomo Osaka Cement Co., Ltd.",JP3400900001,Materials,JAPAN,PAC
"Sumitomo Chemical Company, Limited",JP3401400001,Materials,JAPAN,PAC
"Sumitomo Metal Mining Co., Ltd.",JP3402600005,Materials,JAPAN,PAC
"Sumitomo Rubber Industries, Ltd.",JP3404200002,Consumer Discretionary,JAPAN,PAC
Sumitomo Corporation,JP3404600003,Industrials,JAPAN,PAC
"Sumitomo Heavy Industries, Ltd.",JP3405400007,Industrials,JAPAN,PAC
"Sumitomo Electric Industries, Ltd.",JP3407400005,Industrials,JAPAN,PAC
"Sumitomo Realty & Development Co., Ltd.",JP3409000001,Real Estate,JAPAN,PAC
Suruga Bank Ltd.,JP3411000007,Financials,JAPAN,PAC
"Seino Holdings Co., Ltd.",JP3415400005,Industrials,JAPAN,PAC
Sega Sammy Holdings Inc.,JP3419050004,Consumer Discretionary,JAPAN,PAC
"Sekisui Chemical Co., Ltd.",JP3419400001,Consumer Discretionary,JAPAN,PAC
"Sekisui House, Ltd.",JP3420600003,Consumer Discretionary,JAPAN,PAC
"SECOM CO., LTD.",JP3421800008,Industrials,JAPAN,PAC
"Central Glass Co., Ltd.",JP3425000001,Industrials,JAPAN,PAC
ANA Holdings Inc.,JP3429800000,Industrials,JAPAN,PAC
Sony Group Corporation,JP3435000009,Consumer Discretionary,JAPAN,PAC
SoftBank Group Corp.,JP3436100006,Communication Services,JAPAN,PAC
Taisei Corporation,JP3443600006,Industrials,JAPAN,PAC
Taiheiyo Cement Corporation,JP3449020001,Materials,JAPAN,PAC
"Taiyo Yuden Co., Ltd.",JP3452000007,Information Technology,JAPAN,PAC
"Takashimaya Company, Limited",JP3456000003,Consumer Discretionary,JAPAN,PAC
Takara Holdings Inc.,JP3459600007,Consumer Staples,JAPAN,PAC
Takeda Pharmaceutical Company Limited,JP3463000004,Health Care,JAPAN,PAC
"Daiichi Sankyo Company, Limited",JP3475350009,Health Care,JAPAN,PAC
"Daikin Industries,Ltd.",JP3481800005,Industrials,JAPAN,PAC
Daicel Corporation,JP3485800001,Materials,JAPAN,PAC
"Daito Trust Construction Co.,Ltd.",JP3486800000,Consumer Discretionary,JAPAN,PAC
"Daido Steel Co., Ltd.",JP3491000000,Materials,JAPAN,PAC
DIC Corporation,JP3493400000,Materials,JAPAN,PAC
"Dai Nippon Printing Co., Ltd.",JP3493800001,Industrials,JAPAN,PAC
"SCREEN Holdings Co., Ltd.",JP3494600004,Information Technology,JAPAN,PAC
"Sumitomo Pharma Co., Ltd.",JP3495000006,Health Care,JAPAN,PAC
KDDI Corporation,JP3496400007,Communication Services,JAPAN,PAC
Mitsubishi HC Capital Inc.,JP3499800005,Financials,JAPAN,PAC
"Resona Holdings, Inc.",JP3500610005,Financials,JAPAN,PAC
Daiwa Securities Group Inc.,JP3502200003,Financials,JAPAN,PAC
"Daiwa House Industry Co., Ltd.",JP3505000004,Consumer Discretionary,JAPAN,PAC
"The Chiba Bank, Ltd.",JP3511800009,Financials,JAPAN,PAC
"Chugai Pharmaceutical Co., Ltd.",JP3519400000,Health Care,JAPAN,PAC
"The Chugoku Electric Power Co., Inc.",JP3522200009,Utilities,JAPAN,PAC
"Chubu Electric Power Company, Incorporated",JP3526600006,Utilities,JAPAN,PAC
Chiyoda Corporation,JP3528600004,Industrials,JAPAN,PAC
Tsumura & Co.,JP3535800001,Health Care,JAPAN,PAC
TDK Corporation,JP3538800008,Information Technology,JAPAN,PAC
"THK Co., Ltd.",JP3539250005,Industrials,JAPAN,PAC
Teijin Limited,JP3544000007,Materials,JAPAN,PAC
Terumo Corporation,JP3546800008,Health Care,JAPAN,PAC
Denka Company Limited,JP3549600009,Materials,JAPAN,PAC
DENSO Corporation,JP3551500006,Consumer Discretionary,JAPAN,PAC
"Tokai Carbon Co., Ltd.",JP3560800009,Materials,JAPAN,PAC
Central Japan Railway Company,JP3566800003,Industrials,JAPAN,PAC
Tokyo Electron Limited,JP3571400005,Information Technology,JAPAN,PAC
"Tokyo Gas Co.,Ltd.",JP3573000001,Utilities,JAPAN,PAC
Tokyu Corporation,JP3574200006,Industrials,JAPAN,PAC
"Tokyo Steel Manufacturing Co., Ltd.",JP3579800008,Materials,JAPAN,PAC
"Tokyo Tatemono Co., Ltd.",JP3582600007,Real Estate,JAPAN,PAC
"Tokyo Electric Power Company Holdings, Incorporated",JP3585800000,Utilities,JAPAN,PAC
"TBS Holdings,Inc.",JP3588600001,Consumer Discretionary,JAPAN,PAC
Toshiba Corporation,JP3592200004,Information Technology,JAPAN,PAC
Tosoh Corporation,JP3595200001,Materials,JAPAN,PAC
Toto Ltd.,JP3596200000,Industrials,JAPAN,PAC
"Tobu Railway Co., Ltd.",JP3597800006,Industrials,JAPAN,PAC
"Toho Co., Ltd.",JP3598600009,Consumer Discretionary,JAPAN,PAC
"Toho Zinc Co., Ltd.",JP3599000001,Materials,JAPAN,PAC
"Toho Gas Co., Ltd.",JP3600200004,Utilities,JAPAN,PAC
"Tohoku Electric Power Company, Incorporated",JP3605400005,Utilities,JAPAN,PAC
"Toyo Suisan Kaisha, Ltd.",JP3613000003,Consumer Staples,JAPAN,PAC
"Toyo Seikan Group Holdings, Ltd.",JP3613400005,Materials,JAPAN,PAC
"Toyobo Co., Ltd.",JP3619800000,Consumer Discretionary,JAPAN,PAC
"Toray Industries, Inc.",JP3621000003,Materials,JAPAN,PAC
Tokuyama Corporation,JP3625000009,Materials,JAPAN,PAC
LIXIL Corporation,JP3626800001,Industrials,JAPAN,PAC
Toppan Inc.,JP3629000005,Industrials,JAPAN,PAC
Toyota Motor Corporation,JP3633400001,Consumer Discretionary,JAPAN,PAC
"Toyoda Gosei Co., Ltd.",JP3634200004,Consumer Discretionary,JAPAN,PAC
Toyota Industries Corporation,JP3634600005,Consumer Discretionary,JAPAN,PAC
Toyota Tsusho Corporation,JP3635000007,Industrials,JAPAN,PAC
Toyota Boshoku Corporation,JP3635400009,Consumer Discretionary,JAPAN,PAC
Trend Micro Incorporated,JP3637300009,Information Technology,JAPAN,PAC
"Dowa Holdings Co., Ltd.",JP3638600001,Materials,JAPAN,PAC
Nikon Corporation,JP3657400002,Consumer Discretionary,JAPAN,PAC
West Japan Railway Company,JP3659000008,Industrials,JAPAN,PAC
Nichirei Corporation,JP3665200006,Consumer Staples,JAPAN,PAC
JGC Holdings Corporation,JP3667600005,Industrials,JAPAN,PAC
Nissan Chemical Corporation,JP3670800006,Materials,JAPAN,PAC
"Nissan Motor Co., Ltd.",JP3672400003,Consumer Discretionary,JAPAN,PAC
"Nissin Foods Holdings Co.,Ltd.",JP3675600005,Consumer Staples,JAPAN,PAC
Nisshin Seifun Group Inc.,JP3676800000,Consumer Staples,JAPAN,PAC
Nisshinbo Holdings Inc.,JP3678000005,Consumer Discretionary,JAPAN,PAC
Nitto Denko Corporation,JP3684000007,Materials,JAPAN,PAC
"Nitto Boseki Co., Ltd.",JP3684400009,Industrials,JAPAN,PAC
"Nippon Sheet Glass Company, Limited",JP3686800008,Industrials,JAPAN,PAC
"Nippon Express Holdings,Inc.",JP3688370000,Industrials,JAPAN,PAC
Oracle Corporation Japan,JP3689500001,Information Technology,JAPAN,PAC
"NGK Insulators, Ltd.",JP3695200000,Industrials,JAPAN,PAC
Nippon Sanso Holdings Corporation,JP3711600001,Materials,JAPAN,PAC
Nissui Corporation,JP3718800000,Consumer Staples,JAPAN,PAC
NSK Ltd.,JP3720800006,Industrials,JAPAN,PAC
"The Japan Steel Works, Ltd.",JP3721400004,Industrials,JAPAN,PAC
"Nippon Soda Co., Ltd.",JP3726200003,Materials,JAPAN,PAC
Japan Tobacco Inc.,JP3726800000,Consumer Staples,JAPAN,PAC
"Nippon Television Holdings, Inc.",JP3732200005,Consumer Discretionary,JAPAN,PAC
NEC Corporation,JP3733000008,Information Technology,JAPAN,PAC
"Nippon Electric Glass Co., Ltd.",JP3733400000,Information Technology,JAPAN,PAC
Nidec Corporation,JP3734800000,Information Technology,JAPAN,PAC
Nippon Telegraph and Telephone Corporation,JP3735400008,Communication Services,JAPAN,PAC
"Niterra Co., Ltd.",JP3738600000,Consumer Discretionary,JAPAN,PAC
"NHK Spring Co., Ltd.",JP3742600004,Consumer Discretionary,JAPAN,PAC
NH Foods Ltd.,JP3743000006,Consumer Staples,JAPAN,PAC
Nippon Yusen Kabushiki Kaisha,JP3753000003,Industrials,JAPAN,PAC
"Nitori Holdings Co., Ltd.",JP3756100008,Consumer Discretionary,JAPAN,PAC
"Nintendo Co., Ltd.",JP3756600007,Information Technology,JAPAN,PAC
"Nomura Holdings, Inc.",JP3762600009,Financials,JAPAN,PAC
House Foods Group Inc.,JP3765400001,Consumer Staples,JAPAN,PAC
HASEKO Corporation,JP3768600003,Consumer Discretionary,JAPAN,PAC
"The Hachijuni Bank, Ltd.",JP3769000005,Financials,JAPAN,PAC
Hamamatsu Photonics K.K.,JP3771800004,Information Technology,JAPAN,PAC
"Hankyu Hanshin Holdings, Inc.",JP3774200004,Industrials,JAPAN,PAC
BANDAI NAMCO Holdings Inc.,JP3778630008,Consumer Discretionary,JAPAN,PAC
"PARK24 Co., Ltd.",JP3780100008,Industrials,JAPAN,PAC
"Hikari Tsushin, Inc.",JP3783420007,Consumer Discretionary,JAPAN,PAC
East Japan Railway Company,JP3783600004,Industrials,JAPAN,PAC
"Hitachi Construction Machinery Co., Ltd.",JP3787000003,Industrials,JAPAN,PAC
"Hitachi, Ltd.",JP3788600009,Information Technology,JAPAN,PAC
Hitachi Zosen Corporation,JP3789000001,Industrials,JAPAN,PAC
"LOGISTEED, Ltd.",JP3791200003,Industrials,JAPAN,PAC
"Hino Motors, Ltd.",JP3792600003,Industrials,JAPAN,PAC
"Hirogin Holdings, Inc.",JP3796150005,Financials,JAPAN,PAC
"Hirose Electric Co.,Ltd.",JP3799000009,Information Technology,JAPAN,PAC
"Fast Retailing Co., Ltd.",JP3802300008,Consumer Discretionary,JAPAN,PAC
Fanuc Corporation,JP3802400006,Industrials,JAPAN,PAC
Fujikura Ltd.,JP3811000003,Industrials,JAPAN,PAC
FUJIFILM Holdings Corporation,JP3814000000,Information Technology,JAPAN,PAC
SUBARU CORPORATION,JP3814800003,Consumer Discretionary,JAPAN,PAC
Fujitsu Limited,JP3818000006,Information Technology,JAPAN,PAC
"Fuji Media Holdings, Inc.",JP3819400007,Consumer Discretionary,JAPAN,PAC
"Fuji Electric Co., Ltd.",JP3820000002,Industrials,JAPAN,PAC
"Furukawa Co.,Ltd.",JP3826800009,Industrials,JAPAN,PAC
"Furukawa Electric Co., Ltd.",JP3827200001,Industrials,JAPAN,PAC
"Brother Industries, Ltd.",JP3830000000,Information Technology,JAPAN,PAC
Bridgestone Corporation,JP3830800003,Consumer Discretionary,JAPAN,PAC
"Heiwa Real Estate Co., Ltd.",JP3834800009,Real Estate,JAPAN,PAC
"Benesse Holdings, Inc.",JP3835620000,Consumer Discretionary,JAPAN,PAC
HOYA Corporation,JP3837800006,Information Technology,JAPAN,PAC
Hokuetsu Corporation,JP3841800000,Materials,JAPAN,PAC
"Hokuhoku Financial Group, Inc.",JP3842400008,Financials,JAPAN,PAC
Hokuriku Electric Power Company,JP3845400005,Utilities,JAPAN,PAC
"Hokkaido Electric Power Company, Incorporated",JP3850200001,Utilities,JAPAN,PAC
"Honda Motor Co., Ltd.",JP3854600008,Consumer Discretionary,JAPAN,PAC
Makita Corporation,JP3862400003,Consumer Discretionary,JAPAN,PAC
Panasonic Holdings Corporation,JP3866800000,Consumer Discretionary,JAPAN,PAC
Mazda Motor Corporation,JP3868400007,Consumer Discretionary,JAPAN,PAC
MatsukiyoCocokara & Co.,JP3869010003,Consumer Staples,JAPAN,PAC
"Mabuchi Motor Co., Ltd.",JP3870000001,Information Technology,JAPAN,PAC
"Marui Group Co., Ltd.",JP3870400003,Consumer Discretionary,JAPAN,PAC
Marubeni Corporation,JP3877600001,Industrials,JAPAN,PAC
MISUMI Group Inc.,JP3885400006,Industrials,JAPAN,PAC
"Mitsui Chemicals, Inc.",JP3888300005,Materials,JAPAN,PAC
"Mitsui Mining & Smelting Co., Ltd.",JP3888400003,Materials,JAPAN,PAC
"MS&AD Insurance Group Holdings, Inc.",JP3890310000,Financials,JAPAN,PAC
"Sumitomo Mitsui Financial Group, Inc.",JP3890350006,Financials,JAPAN,PAC
"MITSUI E&S Co., Ltd.",JP3891600003,Industrials,JAPAN,PAC
"Sumitomo Mitsui Trust Holdings, Inc.",JP3892100003,Financials,JAPAN,PAC
"Mitsui Fudosan Co., Ltd.",JP3893200000,Real Estate,JAPAN,PAC
"Mitsui & Co., Ltd.",JP3893600001,Industrials,JAPAN,PAC
Isetan Mitsukoshi Holdings Ltd.,JP3894900004,Consumer Discretionary,JAPAN,PAC
"Mitsubishi Gas Chemical Company, Inc.",JP3896800004,Materials,JAPAN,PAC
Mitsubishi Corporation,JP3898400001,Industrials,JAPAN,PAC
"Mitsubishi Estate Co., Ltd.",JP3899600005,Real Estate,JAPAN,PAC
Mitsubishi Motors Corporation,JP3899800001,Consumer Discretionary,JAPAN,PAC
"Mitsubishi Heavy Industries, Ltd.",JP3900000005,Industrials,JAPAN,PAC
Mitsubishi Paper Mills Limited,JP3901200000,Materials,JAPAN,PAC
Mitsubishi Logistics Corporation,JP3902000003,Industrials,JAPAN,PAC
Mitsubishi Electric Corporation,JP3902400005,Industrials,JAPAN,PAC
Mitsubishi Materials Corporation,JP3903000002,Materials,JAPAN,PAC
MINEBEA MITSUMI Inc.,JP3906000009,Industrials,JAPAN,PAC
"Murata Manufacturing Co., Ltd.",JP3914400001,Information Technology,JAPAN,PAC
Meidensha Corporation,JP3919800007,Industrials,JAPAN,PAC
"Yakult Honsha Co.,Ltd.",JP3931600005,Consumer Staples,JAPAN,PAC
Z Holdings Corporation,JP3933800009,Information Technology,JAPAN,PAC
"Yamazaki Baking Co., Ltd.",JP3935600001,Consumer Staples,JAPAN,PAC
"Yamada Holdings Co., Ltd.",JP3939000000,Consumer Discretionary,JAPAN,PAC
"Yamato Holdings Co., Ltd.",JP3940000007,Industrials,JAPAN,PAC
"Yamato Kogyo Co., Ltd.",JP3940400009,Materials,JAPAN,PAC
Astellas Pharma Inc.,JP3942400007,Health Care,JAPAN,PAC
Yamaha Corporation,JP3942600002,Consumer Discretionary,JAPAN,PAC
"Yamaha Motor Co., Ltd.",JP3942800008,Consumer Discretionary,JAPAN,PAC
"USS Co., Ltd.",JP3944130008,Consumer Discretionary,JAPAN,PAC
Unitika Ltd.,JP3951200009,Consumer Discretionary,JAPAN,PAC
Unicharm Corporation,JP3951600000,Consumer Staples,JAPAN,PAC
Yokogawa Electric Corporation,JP3955000009,Information Technology,JAPAN,PAC
"Ricoh Company, Ltd.",JP3973400009,Information Technology,JAPAN,PAC
Rinnai Corporation,JP3977400005,Consumer Discretionary,JAPAN,PAC
"ROHM Co., Ltd.",JP3982800009,Information Technology,JAPAN,PAC
Wacoal Holdings Corp.,JP3992400006,Consumer Discretionary,JAPAN,PAC
Yuhan Corporation,KR7000100008,Health Care,"KOREA, REPUBLIC OF",EM
CJ Logistics Corporation,KR7000120006,Industrials,"KOREA, REPUBLIC OF",EM
Doosan Corporation,KR7000150003,Industrials,"KOREA, REPUBLIC OF",EM
"DL Holdings CO., LTD.",KR7000210005,Industrials,"KOREA, REPUBLIC OF",EM
"Hankook & Company Co., Ltd.",KR7000240002,Consumer Discretionary,"KOREA, REPUBLIC OF",EM
Kia Corporation,KR7000270009,Consumer Discretionary,"KOREA, REPUBLIC OF",EM
SK hynix Inc.,KR7000660001,Information Technology,"KOREA, REPUBLIC OF",EM
"Eusu Holdings Co., Ltd.",KR7000700005,Industrials,"KOREA, REPUBLIC OF",EM
"Hyundai Engineering & Construction Co., Ltd.",KR7000720003,Industrials,"KOREA, REPUBLIC OF",EM
"Samsung Fire & Marine Insurance Co., Ltd.",KR7000810002,Financials,"KOREA, REPUBLIC OF",EM
Hanwha Corporation,KR7000880005,Materials,"KOREA, REPUBLIC OF",EM
CJ Corporation,KR7001040005,Industrials,"KOREA, REPUBLIC OF",EM
LX International Corp.,KR7001120005,Industrials,"KOREA, REPUBLIC OF",EM
"Dongkuk Holdings Co.,Ltd.",KR7001230002,Materials,"KOREA, REPUBLIC OF",EM
"Taihan Cable & Solution Co., Ltd.",KR7001440007,Industrials,"KOREA, REPUBLIC OF",EM
SK Networks Company Limited,KR7001740000,Industrials,"KOREA, REPUBLIC OF",EM
ORION Holdings Corp.,KR7001800002,Consumer Staples,"KOREA, REPUBLIC OF",EM
KCC Corporation,KR7002380004,Industrials,"KOREA, REPUBLIC OF",EM
Amorepacific Group,KR7002790004,Consumer Staples,"KOREA, REPUBLIC OF",EM
"KUMHO Engineering & Construction Co., Ltd.",KR7002990000,Industrials,"KOREA, REPUBLIC OF",EM
"Yuanta Securities Korea Co., Ltd.",KR7003470002,Financials,"KOREA, REPUBLIC OF",EM
"Hanjin Heavy Industries & Construction Holdings Co., Ltd.",KR7003480001,Utilities,"KOREA, REPUBLIC OF",EM
"Korean Air Lines Co., Ltd.",KR7003490000,Industrials,"KOREA, REPUBLIC OF",EM
LG Corp.,KR7003550001,Industrials,"KOREA, REPUBLIC OF",EM
Hyundai Steel Company,KR7004020004,Materials,"KOREA, REPUBLIC OF",EM
Shinsegae Inc.,KR7004170007,Consumer Staples,"KOREA, REPUBLIC OF",EM
"Nongshim Co., Ltd.",KR7004370003,Consumer Staples,"KOREA, REPUBLIC OF",EM
LOTTE Corporation,KR7004990008,Consumer Staples,"KOREA, REPUBLIC OF",EM
"Lotte Chilsung Beverage Co., Ltd.",KR7005300009,Consumer Staples,"KOREA, REPUBLIC OF",EM
Hyundai Motor Company,KR7005380001,Consumer Discretionary,"KOREA, REPUBLIC OF",EM
POSCO Holdings Inc.,KR7005490008,Materials,"KOREA, REPUBLIC OF",EM
"DB Insurance Co., Ltd.",KR7005830005,Financials,"KOREA, REPUBLIC OF",EM
Korea Line Corporation,KR7005880000,Industrials,"KOREA, REPUBLIC OF",EM
"Samsung Electronics Co., Ltd.",KR7005930003,Information Technology,"KOREA, REPUBLIC OF",EM
